,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
2089, , ,你好啊。,你好。,你知道迈克尔乔丹吗？,谁不知道乔丹啊哈哈，我之前很喜欢他的。,他现在退役了在做公益哎，而且现在他是黄蜂的老板。,这样啊，我都不知道哎，他退役之后我就没怎么关注他了。,好吧，前几天他还来中国了呢，他一直有在做公益哎。,现在很多球星退役之后做公益的，姚明心在也很认真在做公益。
2090, , ,你好。,你也好。,你知道特斯拉要在上海建超级工厂的事情吗？,不知道哎，特斯拉是那个汽车的牌子吗？,是啊，第一阶段都已经竣工了，现在应该在做第二阶段了。,这样啊，为什么美国牌子要在中国建工厂啊？,好像是因为中国给他贷款吧，几十个亿呢。,哇，这么多啊，这个政策也太好了吧。
2091, , ,晚上好！,晚上好！,杜琪峰导演马上有一部新作品要上映了，你听说了嘛？,不好意思，最近加班比较多，没怎么关注娱乐新闻，你给我讲讲吧。,电影名字叫《我的拳王男友》，是今年大火的向佐主演的，算一部励志爱情片吧。,哇向佐，那可是很多人的男神哦，家庭条件好，重要是是个暖男，很懂得关心体贴人。,而且他很敬业，听说在拍电影时被打晕了，过了五分钟就要求继续拍摄，没有一点矫情。,那可比大多数小鲜肉好多了，不会手指破个皮就大喊大叫到处炫耀。
2092,啊！你也是江西的啊？我就是来成都这边上学而已。,我是啊，哈哈哈，老乡啊，你知道吗？最近我们江西省政府要出资5G基站的用电费用。,我不知道这件事情，我都已经很久没有回家了，你是看的新闻吗？,嗯嗯，我就是看新闻说，因为现在全国要大范围的扩大5G基站，用电量费用就是一个问题。,这样啊 ，那我们江西现在是有很多5G基站了吗？,不算很多，现在5G还没有普及全江西省，必须要先解决用电问题才可以普及。,5G基站的用电量得多大啊？怎么连政府出资还不能普及呢？,当然很大了，新闻说了5G基站的电费是运营商一年租金的10多倍呢！,这么夸张啊，那这个用电量确实很凶猛了，而且现在电费也涨价了些。,所以啊，种种原因导致了这些事情，运营商拿有这么多钱来支撑交电费的费用啊。
2093, , ,嗨喽！,嗨！,你看过电影航海王之狂热行动了吗？,没有哎，是谁演的啊？是电视剧还是一部电影呀？,是一部电影呀，不知道你认识肖战不，就是他主演的呢！,哇哦，居然是肖战演的啊，我当然知道他了，现在他可是全民男神呢！,哈哈哈，我也超级喜欢肖战，我最近才看了一篇关于他演这个电影的报道。,报道讲的什么呀？是上映的时间吗？
2094,嘿，你好啊,你好你好,你也喜欢足球比赛啊？,还好吧，只是偶尔无聊了会看看比赛,那你知道范佩西吗？,不是很了解诶，我只知道梅西C罗他们，怎么了？,好吧，最近这个范佩西引起了大家的注意，很让大家愤怒,为什么啊？他做了什么事？,因为一场比赛中，他穿了曼联护腿板，让阿森纳球迷谴责他是忘恩负义,嗯？他以前是阿森纳队的吗？
2095, , ,你好。,你好呀。,你最近有在关注那个将军家的小娘子这部电视剧嘛?,这个倒是没有看过。,这个可是烟波江南大大得书翻拍出来的。,又是翻拍呀，近几年以来，有很多这种翻拍得电视剧、电影还都是比较火的。,对呀，这次将军家的小娘子还是一个新人演员出演主角得。,是吗？叫什么名字。
2096, , ,嗨喽，你好。,你好。,学妹，你也是去听讲座的吗？,对啊，我我们学校太变态了，听讲座换学分要不是我学分不够才不会来，我电视剧都还没看完。,我也是学分不够，我最近再看一部古装爱情喜剧特别的好看，叫《将军家的小娘子》。,这名字也太搞笑了吧，特别像那种言情小说。,其实故事和之前看的很多小说很像，但里面的剧情真的是太好看了，我们全寝室都在看。,我挺喜欢看古装片的，特别是古装爱情片。
2097, , ,你好。,你好。,你最近有关注你好霸王龙这部电影吗？,没有哎，是什么类型的电影啊？,动画电影哈哈，但是这个应该是小朋友看得那种吧。,这样啊，什么时候上映啊，我可以带我弟弟去看哈哈、,十月十九号，已经上映过了呢，但是我没去看哈哈，我觉得有点幼稚。,哦哦，这样啊，那我还说带我弟弟去看呢哈哈。
2098, , ,你好！,嗨！,你最近有关注苹果的消息吗？,最近没有看哎，他们不是才出了苹果11吗，近期还有什么新闻啊？,有啊，就是说macos catalina的发布会对MAC itunes用户会产生影响。,会对MAC itunes用户产生什么样子的影响啊？,反正现在就是很多itunes用户反应在itunes在更新中出现了连接设备死机的一系列问题。,对itunes用户造成了这么大的影响啊，那用户的反应岂不是很大。
2099,是啊，能得到小组赛第一是很不容易的呢。,嗯，我看着当时的比赛心里都揪起来了呢。,能得到这样的名次，他们的荣誉都是用汗水换来的。,是啊，可见山东的实力还是很强的。,对了你还看了其他的比赛了吗？,没有，主要是我太关注山东这场比赛了，替他也不知道怎么样了？,我看新闻上说B组好像是湖北赢了比赛，而且好像是6比0。其他就不知道了。,那好吧，今晚就要迎来淘汰赛了希望山东还是拿下首胜。,嗯，相信山东迎接困难，然后心态还是要平稳。,是啊，心态真的很重要，不要急，慢慢来。
2100,可是我电脑也是锐龙的呀。,那我这个是9然后是3950X的处理器，这个的牌子真的很好用的，性能很高。,其实我买这个电脑很久了。,朋友，现在都升级了，你的处理器很旧了，需要换新的了。,旧的也对电脑有影响吗？,不算有影响吧，就是会出现很卡，耗电很快。,是这样的呀，怪不得我电脑耗电很快，我还打算买新的呢。,我建议你用我这个的牌子，你刚才也看了，用的很好。,是啊，可是我喜欢打游戏也是用你这个的牌子吗？,对，你相信我，我身边的朋友都是用这样的牌子，经常也打游戏。
2101,是这样的呀，怪不得我电脑耗电很快，我还打算买新的呢。,我建议你用我这个的牌子，你刚才也看了，用的很好。,是啊，可是我喜欢打游戏也是用你这个的牌子吗？,对，你相信我，我身边的朋友都是用这样的牌子，经常也打游戏。,然后也没有出现不好的吗？,没有，你绝对放心，其实这个处理器的所有的数据重新更新了。,嗯，那好吧，那我下次我店里买这个的。,好，还是早点买吧，早点买早点享受。,哈哈，好吧，我还有事，我先走了，拜拜。,好，再见。
2102,诶哥们，泡澡啊？,嗯，解解乏。,生活美滋滋啊。,你不也一样。,哈哈，诶你知道那个谷歌声音更新的事吗？,没啊，平时不咋关注谷歌。,那我给你说说吧，感觉还挺有趣。,行啊，到底啥是谷歌声音你给我科普科普。,就是这个谷歌声音可以让用户调各种有趣的通知音。,这有啥好稀奇的，每个手机不都有提示音嘛。
2103,你好啊。,对了，你认识小贝和他的妻子维多利亚吗？,小贝？是那个在曼联足球最厉害的那个人吗？,对，是他们，他们在微博上火了。,真的啊，为什么呀，又有人出轨了吗？,不是，她们的关系还没到那种程度，他们都挺好的。,那为什么在微博突然就火了呢？,因为他的妻子在采访中讲出他和她的未来的想象和彼此的想法。,哦~~其实我觉得他们夫妻的样子是我们所羡慕的。,是啊，唯一不解就是好多人在他们一开始在一起的时候并不看好他们。
2104, , ,你好啊!,下午好!,你也喜欢一个人打篮球吗？,不是啊，我在这边没什么朋友多嘛，只有一个人打球了。,好巧啊，我也喜欢打篮球，我们可以一起打啊。,好，锻炼一下也不错，你是本地人吗？,是啊，你平时喜欢看篮球比赛吗？我最近在看CBA的比赛，感觉CBA的外援确实强。,是啊，你看CBA的外援基本都是NBA淘汰的，都能在CBA混的很好
2105, , ,你好啊。,你好。,你最近有关注篮球的新闻吗？,没有哎，最近我都没时间看这些。,好吧，最近勇士感觉有点困难啊。,用是不是很厉害吗，为什么最近困难啊？,很多厉害的球员都走了杜兰特什么的，然后汤普森还受伤了。,啊，都是这两个都是主力啊，那勇士确实最近可能会比较困难吧。
2106,好吧，最近勇士感觉有点困难啊。,用是不是很厉害吗，为什么最近困难啊？,很多厉害的球员都走了杜兰特什么的，然后汤普森还受伤了。,啊，都是这两个都是主力啊，那勇士确实最近可能会比较困难吧。,哎，你知道库里吗？,我知道啊，谁不知道库里啊，那么出名的。,他就是金州勇士队的啊，但是他最近也受伤了没打球了，哎。,汤普森和库里不是水花兄弟吗，居然都受伤了，哎，难受。,新闻上都再说勇士王朝要结束了。,不会结束的啊，她们只是受伤而已，好了之后还是会回来的，那时候他们还是很厉害啊。
2107,你好啊！,今天星巴克网真卡啊。,嗯嗯，是啊，周末的缘故吧，人比较多。,是啊，看没看前两天的新闻，iPhone11的暗夜绿要加价1000才能买到？,我看到了，真是要是我我就过一阵再买，省1000元不好吗？,不过土豪的心理咱是揣测不到的，估计是为了装一装吧！,哈哈，有可能啊，我看你用的也是苹果的手机呢？,是啊，我的是iPhone6s钉子户机器。,对对，也不卡机器也很流畅。,所以就不太想换新手机。
2108, , ,你好呀！,你好。,你平时会不会关注一些股票的动态啊？你平时炒股吗？,不会整这些，感觉不是很厉害自己，害怕碰这些哈哈，只能说自己技术不行啊。,好吧，那你知道微软公司吗？贝索斯这个人物那是相当厉害啊。,我知道微软，但是不是很清楚贝索斯这个人物，平时不是很关注。,嗯嗯，贝索斯在17年的时候超过盖茨成为了全球首富，这意味着最有钱的现在是贝索斯啊。,哇！那确实很牛啊，我就知道马云爸爸很有钱，他的钱这辈子都花不完。
2109, , ,哈喽，你好呀,你好,你平时喜欢看关于财经之类的新闻吗？,不是很喜欢呢，我比较喜欢看体育之类的新闻，财经新闻我看不懂,我最近看到一则关于股价的新闻，亚马逊股价下跌厉害，它的首席执行官贝索斯的首富宝座已经被微软的比尔盖茨抢走了,哈哈哈，是吗，一个公司的股价难免有赚有赔的嘛，正常,嗯嗯，也是，不过虽然亚马逊的股价在下跌，但是微软的股价一直在暴涨呢，比尔盖茨是如愿坐上首富的位置了,哈哈哈，虽然我不了解这些股份的走势，但是我知道微软近几年的销售量是真的很好，它的电脑和办公软件现在也有很多人在用
