,question,answer
18512,아 지금 오신다는 오시는 선생님께서는 공동명의 중에 한분이신 거 맞으십니까?,네네네
18514,아 지금 볼 수 있습니까,네 제 차로 이동하시죠
18515,아 지금 배달이 많으신가봐요?,예
18516,아 지금 등록원부 발급을 받으시는건가요,왜냐면 여기 대구에서 페차를 했는데 이제 그 아버님 앞으로 되어있는 차인데 아버님이 돌아가시고 지방에 경북에서 그게 처리가 안됐다 해가지고 머 머 원본하나를 띠가지고 온나고 하 카네요
18518,아 지금 공동명의 중이신 한분 앞으로 단독으로 이전하실 예정이세요.,네네네
18519,아 중구청은 안 됩니까?,예 중구는 이제 대구시청이 가까우니까 시청에서 발급하고 예 나머지 구 쪽은 다른 구청에서도 업무봅니다. 선생님
18520,아 중구청은 안 되는 거예요 ,네 중구청은 업무를 하지 않고 가까운 시청으로 방문하시면 됩니다.
18524,아 주소지 간단하게 말씀해 주시겠습니까?,주소지 효목 이동 예 삼백구십구 다시 일번
18525,아 죄송합니다. 선생님 명의로 하실 건데 배우자님이 가시는 거예요,네네네네
18527,아 좀 꽉 끼는데 240 신어볼게요,네 잠시만요
18533,아 제가 지금 장애인 차량을 네 한대 있는 지금 가지고 있는데 지금 가스차를 하나 더 사면 등록을 더 할 수 있는지 없는지 그걸 여쭤보고 싶어서 카는데,아 장애 오급이세요 그러시면 채권은 감면이 될텐데요 예 만약에 선생님께서 지금 갖고계신 차를 그대로 두고 또다시 엘피지차량을 구매한다 하시면은 예 엘피지차량 소재는 소지는 하실수가 있지만 채권은 따로 감면되지 않구요
18536,아 제가 죄송한데 버스에서 지갑을 잃어버려서요,아 네 일단은 지금 저희 시청이나 구청에서는 저희가 분실물을 따로 관리하진 않지만 분실물을 다른 시민께서 주워 가지만 않는다면 버스기사께서 분실물에 대해서는 모두 다 버스회사에 맡겨두세요
18537,아 제가 잘 몰라서 카는데 초등학교 일학년 되는 애들은 그거 시키면 몇 명이 먹어요?,거의 네 명 정도 먹을 수 있다고 보시면 돼요
18538,아 제가 입력할까요?,네
18545,아 제가 방금 택시에서 내렸는데 택시 안에 그 짐을 두고 내렸는데,네 그러시면 선생님 버스 택시기사님 번호를 저희쪽으로 직접적으로 알 수는 없기 때문에 우선은 뉴페이먼트라는 저희가 이제 교통카드 회사가 따로 있습니다. 교통카드나 이렇게 버스나 대중교통 이용하셨을 때 조회되는 뉴페이먼트회사가 있구요 저희가 당일건에 대해서는 조회가 따로 안 되기 때문에 다음 날 전화주셔야 되는데 아무래도 내일 일요일이다보니 월요일날 전화주시면 택시 번호 확인후에 해당 택시회사쪽으로 전화하셔서 기사님 번호 확인되구요 우선은 제가 샘님 전화주셨던 핸드폰으로 뉴페이먼트 뉴페이먼트번호하고 그 택시번호하고 모두 문자로 제가 발송을 한번 도와드리겠습니다.
18547,아 정산은 평일날만 가능합니까?,네 평일날만 가능하세요
18548,아 정명까지 동일하신데 수자 물 수할 때 그 수자 말씀하시는 거지요,예
18550,아 전화주신 분 본인이 직접 만드시는 거구요 ,네 네
18551,아 전화주신 분 본인이 직접 만드시는 거구요,네 네
18554,아 전국번호시네요 예 차주분 본인께서 내방하실 겁니까?,네
18555,아 전 A사 제품이면 좋겠어요,네 잠깐만 기다려 주세요
18575,아 저 차량등록증을 이자먹었는데요 그래도 현장에서 바로 이전이 되나요,차량 번호 정확하게 알고 계시면은 네네 가능합니다. 다른 서류들 다 구비가 되었습니까?
18577,아 저 장기동에서 혹시 저 황금동 저 방송통신대 그쪽으로 가는 버스 없을까요,네 대구 지역 그 대구하고 경북지역 대학쪽으로 지금 확인하고 있는데요 아 네 기다려주셔서 감사합니다 우선은 용산역 일번 출구에서 오백구번 탑승하신 다음에 방송통신대앞에 한 열정거장 가시면 하차하는것으로 확인됩니다
18580,아 저 이 티라미수도 하나 주세요,네 티라미수는 4500원입니다
18586,아 저 머고 차량을 저 매도할라 그러는데 예 그 매도인감을 띠지 않습니까? 인감 띠면 그 그 머고 매수자의 매수자 그 인적 사항을 기록 기록해야 되나요,네 선생님 맞습니다. 기재가 안 되시면 선생님 이전이 안 되세요
18587,아 저 다른 게 아니고 그 자전거 캐리어에 그 보조번호판 다는 거 있잖습니까? 그거 거기로 바로 가서 신청하고 바로 교부받을 수 있는가요,네 그 선생님 차량등록사업소에 오실 때에는 차에다가 일단 캐리어를 먼저 장착을 하구요 그리고 차를 가지고 오셔야 됩니다. 그러면은 바로 저희가 그 장착이 되어 있는지 여부를 육안으로 확인을 한 다음에 편안하게 다 만들어 드립니다.
18588,아 저 남바 있죠. 옛날 구남바인데 그 신남바로 바꿀라면 남바를 가 차를 가지고 가야 돼요,네 그렇죠. 차를 가지고 와야 부착을 하죠. 네
18589,아 저 근저당 설정이 안변했는데 차량명의가 바뀔수가 있습니까 명의이전 할수 있습니까,예 저당같은 경우는 머 압류하고는 다르기때문에 저당이 있더라도 양수인께서 동의를 하셨다면 이전은 가능하구요 하지만 저당권에 대한 그 저당권에 납부 의무자는 머 계속 전 차주에게 있는겁니다
18594,아 장기렌트고 그러면 이제 고 차주가 상사로 되어 있습니까? 캐피탈 회사나,네 그렇겠죠
18596,아 잠시만요 창고에 가서 찾아보도록 하겠습니다,네 기다리겠습니다
18600,아 자동차세 완납증명서가 필요해요,예 고거는 구청이나 동 주민센터에서 떼실 수 있는데 발급받아 오셔야 되구요
18602,아 자동차번호판 변경 좀 할려는데요 그것도 거기서 할 수 있어요.,아 변경은 선생님 저희가 구비서류는 안내를 해 드리고 있구요 예 변경하실려면 수성구 만촌동이나 달서구 이곡동으로 방문을 해 주셔야 합니다. 선생님
18606,아 자동차가 한 대 있는데도 그거 면제를 받을 수 있는 건가요,그렇기 때문에 어 만약에 신차를 구입하시고 어 등록을 원하신다면 세 세대당 한 대 정도는 감면이 가능하기 때문에 그 감면하시는 데는 문제가 없으세요
18609,아 자동차 등록증 분실 예예 말씀이신가요 선생님 그러면 차량은 개인 단독으로 되어있는 차량입니까,네 단독이지요 개인
18613,아 자동차 그 명의이전하신지 육십일 이내십니까?,예 예
18614,아 자동차 과표 좀 물어볼라고요,네 확인한번 해 보겠습니다 선생님 차량과표금액 칠백구십일만구천원입니다
18615,아 자 자동 돼 있어요. 그냥 확인좀 해 주세요,네 확인 감사합니다. 네 선생님 지금 확인을 하니까 자동납부 되어 있으십니다.
18621,아 인감증명서 배우자가 가도 뗄 수 있는 거에요,그 부분은 인감 등록하실 때 당사자 분께서 대리인이 어 발급 가능하게 그렇게 결정을 해 놓으셨으면은 대리인이 발급이 발급 가능한 걸로 알고 있고 본인만 설정하게 해 놓으셨으면 아마 대리인이 가셔도 발급은 불가능할 겁니다.
18622,아 인감은 필요 없는거죠 그러면,예 함께 오시기 때문에 인감 추가 서류는 필요 없습니다.
18625,아 이십일시 그 아홉시까지네요 아 네 아 발급도 가능하고 인제받으러갈 때도 아홉시가능한거죠. ,네 그렇죠. 발급신청도 네 그날 아홉시이전까지 도착하셔야겠죠. 그 전에 도착하셔서 신청하시구요 받으실때도 연장으로 아홉시전까지는 받을 수가 있으세요
18627,아 이게요 노트북까지 들어가는 거죠?,네네
18628,아 이게 카면 이거보다 가서 하는 게 낫겠네요,예 빨리 진행하실려면은 오셔서 당일날 바로 처리하시는 방법이 있구요 인터넷으로는 신청을 하실 순 있으십니다만 이게 바로 실시간으로 그때 그때 바로 되는 게 아니라서 짐 며칠 정도 소요되는 걸로 알고 있습니다.
18629,아 이게 일자라인이죠?,네 일자라인 입니다
18630,아 이게 양모예요?,네 싸게 붙여서 나오는 거하고 다릅니다
18633,아 이거는요 자동으로 바뀌는 건가 봐요,네 선생님께서 구청에 신고하시거나 하시는 부분이 있으시면 전산상으로 확인이 되는 부분이 있으시고 보통 개명하시면 구청에 신고하시고 그 다음은 그  동주민센터 가서 임시 신분증 만드셔서 하시잖아요 네 그렇게 해서 처리하는 부분이라서 전산으로 지금 처리가 되어 있는 부분이세요
18636,아 이거는 비닐이에요?,네 들 수도 있고 맬 수도 있고 해서 되게 편해요
18641,아 이거 배달도 하나요?,네
18653,아 원부조회 말씀하시는 거죠.,예 예
18655,아 원래 버스탈 때 그 음료반입을 들고 들어가면은 들어가 타면은 거부당해요,예 그렇습니다. 대구시는 현재 앞에 요금판매에도 표시되어 있지만 그 테이크아웃잔 소지하시고 버스탑승이 지금 안 되고 있습니다. 선생님
18656,아 용도변경에 대해서 한번 문의 좀 드릴려고 전화드렸습니다,아 그렇습니까 그럼 일단 엠브란스로 선생님 신고해서 이용하던 차량을 용도변경을 해야된다는 말씀이신데 그럼 예 관련해서는 제가 상담 도움드리기 조금 어려울거 같아서요 고 해당 실무 담당자분 직통번호 좀 안내해 드릴텐데
18659,아 요 죄송한데 요기 과표에 보통 뭐 칠프로 나옵니까?,취득세가 칠프로구요 채권사셨다가 파시게 되면 일프로 정도가 있어 가지고요 대략 한 팔프로 정도 잡으면 돼요 네 승용차
18661,아 오징어튀김 세 개 썰어주세요,네
18662,아 오십만원 과표금액이 오십만원 미만이면은 취득세 납부 안 된다는 건가요,예 공짜에요 고거는
18663,아 오백구번요,네 오백구번이 한 대략 이십분정도 소요되고 도착이 되고 네 고 달 달서오번도 가능은 하신데 성서종합시장에 내려서 조금 걸어가야되는 것으로 확인됩니다
18665,아 오늘은 안하죠.,아 예 안타깝게도 주말에는 차량등록사업소 방문업무는 불가합니다. 월요일 오전 아홉시부터 가능하세요
18676,아 예 확인되었습니다. 그러면 선생님 방문하실 때요 저희 선생님께서 방문하시는 겁니까?,예예 내가 직접 갈거예요
18680,아 예 혹시 위임장 이런 거는 필요없어요.,예 따로 필요없으시구요 어차피 도장을 받아 오실거기 때문에 이제는 인감도장이 아니어도 상관이 없습니다. 도장받아 오시기 때문에 나오셔서 그 도장을 찍어주시면 되세요
18682,아 예 혹시 기존에 차주님 성함 알고 계십니까?,예 정소영
18683,아 예 혹시 그 같이 공동명의되어 있는 분께서 상속을 받을 예정이신가요,네
18684,아 예 현재 공동명의로 등록하실 때 예예 지분율을 다르게 하시는 거세요,네네
18689,아 예 차량 한 대 이전 좀 됐는지 좀 확인 좀 할 수 있어요,아 네 확인 감사합니다. 지금 십일월 이십이일자로 지금 이전되어 있으세요 선생님
18690,아 예 차량 과세 표준에 오늘도 알아볼수 있는가요,어 선생님 기다려주셔서 감사합니다 어 선생님 죄송하게도 저희 대표번호에서 그 예 조회가 안되는 몇개 안되는 차량에 허머가 포함이 되거든요 번거로우시겠지만 월요일날 본소로 전화하셔서 해당 모델은 좀 확인이 필요하세요
18692,아 예 죄송한데 한 대 더 봐주시겠어요.,네 네 기다려주셔서 감사합니다. 과표가요 오백칠십오만팔천원입니다.
18695,아 예 제가 그 수도요금 체납이 있어 가지고요 이거 총 금액을 좀 알고 싶어 가지구 전화드렸습니다.,네 납부할 체납금액은 가산금 포함해서 삼만팔천구백칠십원이고 네 납부할 계좌번호는 대구은행 가상계좌 일칠이 다시 구번입니다.
18699,아 예 저기 지금 횡단보도에 차가 주차되어 있어가지고 이게 오분지나면은 정차가 아니라 주차잖아요 불법주차로 지금 신고를 해서요 지금 바로 와서 좀 차 좀 치워주세요 지금 전화를 하니까 한 사람은 지금 앞에서 계속 차안에서 들어가꼬 들어가꼬 있으면서 차를 안빼고 한명은 아예 전화를 안받고 이 두차를 아예 그냥 견인해 가주세요 예,아 네 불편드려 죄송합니다 대구는 견인은 한번 하고 있지는 않구요 저희 구청에 불법주정차 단속으로 요청하겠습니다
18703,아 예 저기 다름이 아니고 차량 폐차하고 난 다음에 그 말소 신고를 할려고 하는데 내일내일은 안하죠.,네네 내일은 토요일이기 때문에 업무를 보고있지 않습니다.
