,question,answer,label
169995, shutterstock’ta katılımcı olmak Ücretli mi? ,"hayır, ücretsiz şekilde stok görsellerinizi yüklemeye başlayabilirsiniz.",no
170052,kırkayağı öldürmek için kabartma tozu kullanılır mı ?,"hayır, bu en büyük yanılgılardan bir tanesidir. kabartma tozu kırkayakları öldürmez, sadece salgıladıkları kötü kokuyu ortadan kaldırır.",no
170054,xiaomi redmi 10x ön kamera değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi redmi 10x ön kamera değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170063,başvurumda bir hata yaptım. düzenlendikten sonra e-vizede değişiklik yapabilir miyim?,"hayır, düzenlendiği andan itibaren e-vizede yer alan herhangi bir bilginin değiştirilmesi mümkün değildir. ancak vizeniz düzenlenmeden önce bir hata tespit ederseniz, lütfen çevrim içi sohbet aracılığıyla veya help@ivisa.com adresine bir e-posta göndererek derhal bizimle irtibata geçiniz.",no
170079,"il colonnato, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170094,"paolino exclusive rooms, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170108,the last haven türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
170135,xiaomi mi poco x3 hoparlör değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi poco x3 hoparlör değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170157,earnslaw motel içinde kumarhane var mı? ,"hayır, bu motel kumarhane içermez. ancak yakında christchurch casino (7 dk. araçla gidiş mesafesi) bulunur. ",no
170158,comfort inn & suites henderson - las vegas içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında sunset station kumarhanesi (11 dk. yürüme mesafesi) ve sam's town (8 dk. araçla gidiş mesafesi) bulunur. ",no
170180,mustachko v. m. otobüslerinde elektrik prizi ya da usb çıkışı var mı?,"hayır, mustachko v. m. otobüslerinde elektrik prizi ya da usb çıkışı yok. varsa yanınızda bir pil paketi getirerek uzun otobüs yolculukları boyunca cihazlarınızı şarj etmenizi öneririz. yolculuğunuz sırasında vakit geçirmek için iyi bir kitap da getirebilirsiniz.",no
170206,"istanberry - sunshine flats, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170234,click riad marrakech içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (4 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (12 dk. araçla gidiş mesafesi) bulunur. ",no
170253,maslina hotel misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
170283,furacin merhem vajinada kullanılır mı?,"hayır, bu krem vajina bölgesinde kullanılmaz.",no
170289,"hilton edinburgh carlton, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
170299,wengener hof hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında interlaken casino (18 dk. araçla gidiş mesafesi) bulunur. ",no
170325,onetime 25 misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
170352,palais hansen kempinski vienna içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino wien (20 dk. yürüme mesafesi) bulunur. ",no
170362,elektrik tedarikçimi değiştirirken elektriğim kesilir mi?,hayir. tüm işlemler sistem üzerinden yapıldığından elektrik enerjiniz kesilmez.,no
170382,xiaomi mi 9 lite ön kamera değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 9 lite ön kamera değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170391,ocean surf house içinde kumarhane var mı? ,"hayır, bu hostel kumarhane içermez. ancak yakında shems casino (10 dk. araçla gidiş mesafesi) ve casino le mirage (16 dk. araçla gidiş mesafesi) bulunur. ",no
170403,auto-express tob otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, auto-express tob biletinizi yazdırmanıza gerek yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. e-biletiniz busbud'dan bilet aldığınız zaman size e-postayla gönderilecektir.",no
170429,draw & guess türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
170431,xiaomi mi 8 pro ses açma kapama tuşu değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 8 pro ses açma kapama tuşu değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170439,le regent montmartre by hiphophostels havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, le regent montmartre by hiphophostels havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/paris-otelleri-le-regent-montmartre-by-hiphophostels.137579.ksp)",no
170450,kurumsal banka hesabımın delaware'de olması gerekiyor mu?,"hayır. delaware'de işlem görmeden, delaware'de bir banka hesabı tutmadan ve hatta delaware'i ziyaret etmeden şirketinizi delaware yasası altında oluşturabilir ve işletebilirsiniz. delaware'de kurumsal bir banka hesabı almak istiyorsanız sizi saygın bir bankaya tanıtabiliriz. ",no
170458,etiket kullanmak mecburi mi? ,elbette hayır. sosyal medyayı kullanıyorum diye illa etiket kullanımanıza gerek yok. ancak etiketin uygulamalarda ayrı bir yeri vardır. daha fazla insan ile etkileşim hedeflenir. ,no
170478,jin jiang club programına katılmam gerekiyor mu? ,"hayır. çin’deki radisson hotel group otellerinde, otel üyesi avantajlarından yararlanmak için jin jiang club programına katılmanız gerekmez. ancak, diğer jin jiang otellerinde rezervasyon yaptırırsanız, konaklamanız sırasında jin jiang club programına resepsiyondan katılmayı seçebilirsiniz.",no
170488,üstün otel alsancak havuza sahip mi?,"hayır, üstün otel alsancak tesis içinde bir havuza sahip değildir. [kayak ile en güncel fiyatları şimdi alın!](/%c4%b0zmir-otelleri-%c3%9cst%c3%bcn-otel-alsancak.456849.ksp)",no
170494,hotel forty four içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (17 dk. araçla gidiş mesafesi) bulunur. ",no
170497,"hotel parrini, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170509,hotel hiemann içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank leipzig (10 dk. araçla gidiş mesafesi) bulunur. ",no
170534,leto city hotel havuza sahip mi?,"hayır, leto city hotel tesis içinde bir havuza sahip değildir.",no
170542,uşak spor salonu fitness web sitesi yaptırdığımda her yıl aynı ücreti mi ödeyeceğim?,"hayır, her yıl sadece domain, hosting gibi web sitesini oluşturan ana birimlerin uzatılması ödenmektedir. ",no
170564,resmi belgede sahtecilik suçunda etkin pişmanlık var mı?,"hayır, resmi belgede sahtecilik suçundan yargılanan kişiler etkin pişmanlıktan yararlanamazlar.",no
170584,pension zum burggrafen içinde kumarhane var mı? ,"hayır, bu pansiyon kumarhane içermez. ancak yakında casino bremen (18 dk. araçla gidiş mesafesi) bulunur. ",no
170608,hotel topas içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (17 dk. araçla gidiş mesafesi) bulunur. ",no
170611,apple ipad mini batarya değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. apple ipad mini batarya değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170625,motorcycle mechanic simulator 2021: prologue türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
170626,"europcar, vancouver intl havalimanı (yvr) için shuttle veya gelip alma hizmetlerini sunuyor mu?",hayır (verilerimize göre),no
170635,"jo-an beach hotel, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170663,✔️ casinomaxi belge istiyor mu?,"hayır, casinomaxi üyelerinden ve yeni üye olacaklardan belge talep etmemektedir.",no
170665,the marcel at gramercy içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında resorts world casino (20 dk. araçla gidiş mesafesi) bulunur. ",no
170675,xiaomi redmi note 7 s kulaklık değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi redmi note 7 s kulaklık değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170680,dockside inn içinde kumarhane var mı? ,"hayır, bu motel kumarhane içermez. ancak yakında casino dene (14 dk. araçla gidiş mesafesi) bulunur. ",no
170694,la casa verde içinde kumarhane var mı? ,"hayır, bu hostel kumarhane içermez. ancak yakında real casino murcia kumarhanesi (0,9 mil uzaklıkta) bulunur. ",no
170733,"hotel tracy - st lawrence river, misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
170737,samsung j8 plus ekran değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. samsung j8 plus ekran değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
170746,mahzen alacati - adults only misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
170750,b&b hotel palermo quattro canti misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
170761,skyview hotel bangkok havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, skyview hotel bangkok havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/bangkok-otelleri-compass-skyview-hotel.2637903.ksp)",no
170776,air arabia abu dabi ile uçuyorum. i̇lave bagaj gibi ekstralar için etihad havayolları web sitesinde ödeme yapabilir miyim?,"hayır, rezervasyonunuzu yönetmek ve uçuşunuz için ekstraları ayarlamak için lütfen airarabia.com adresini ziyaret edin.",no
170799,**illustrator cs6'nın deneme sürümünü indirebilir miyim?**,"hayır, illustrator; illustrator'ın ücretsiz deneme sürümü olarak indirebileceğiniz en güncel ve tek sürümüdür.",no
170804,"clarion collection hotel norre park, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170812,clinknoord - hostel havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, clinknoord - hostel havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/amsterdam-otelleri-clinknoord-hostel.2295897.ksp)",no
170840,wilshire crest hotel los angeles misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
170907,"maltese maltese, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170923,parktower suites içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino du liban kumarhanesi (19 dk. araçla gidiş mesafesi) bulunur. ",no
170948,"hotel restaurant la mediterranee, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
170952,✅ black survival: eternal return'u 1 gb ram ile oynayabilir miyim?,"hayır, bu black survival: eternal return oynamak için yeterli değil. minimum ram 2 gb'dir.",no
170953,the avalon hotel on catalina island içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında catalina kumarhanesi (7 dk. yürüme mesafesi) bulunur. ",no
170962,yazılımı kullanmak i̇çin teknik deneyime i̇htiyacım var mı?,"hayır, yapmıyorsun. önceden deneyimi olmayan veya piyasaları anlamayan yeni tüccarlar bile bitcoin revival yazılımı ile ticaret yapabilir ve başarılı olabilir.",no
170993,afyon spor salonu fitness web sitesi yaptırdığımda her yıl aynı ücreti mi ödeyeceğim?,"hayır, her yıl sadece domain, hosting gibi web sitesini oluşturan ana birimlerin uzatılması ödenmektedir. ",no
171004,les gîtes de l'yères içinde kumarhane var mı? ,"hayır, bu köy evi kumarhane içermez. ancak yakında hippodrome de dieppe hipodromu (30 dk. araçla gidiş mesafesi) bulunur. ",no
171024,jbl xtreme 2 üzerinde fabrika verilerine sıfırlama gerçekleştirdim. sistemi tekrar güncellemem gerekiyor mu?,"hayır yapma. jbl xtreme 2 cihazınızdaki yazılım, donanımdan [daha fazla oku](https://.hardreset.info/tr/devices/jbl/jbl-xtreme-2/faq/faq/do-i-need-to-update-the-system-again-after-factory-reset/)",no
171030,chernobylite - white rose pack türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
171035,hotel cetina murcia içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında real casino murcia kumarhanesi (1 dk. yürüme mesafesi) bulunur. ",no
171038,the niu air içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (14 dk. araçla gidiş mesafesi) bulunur. ",no
171043,generator paris havuza sahip mi?,"hayır, generator paris tesis içinde bir havuza sahip değildir.",no
171046,amedia hotel & suites leipzig içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank leipzig (4 dk. araçla gidiş mesafesi) bulunur. ",no
171079,hi jun guesthouse içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında seven luck casino millennium seoul hilton branch (7 dk. araçla gidiş mesafesi) bulunur. ",no
171099,trip inn messe westend misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
171120,centrum hotel commerz am bhf hamburg altona içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında gezi yolu kumarhanesi (6 dk. araçla gidiş mesafesi) bulunur. ",no
171126,my liva hotel havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, my liva hotel havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/kayseri-otelleri-my-liva-hotel.668103.ksp)",no
171154,hyatt regency crystal city içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında mgm ulusal limanı (19 dk. araçla gidiş mesafesi) bulunur. ",no
171163,the flying pig downtown havuza sahip mi?,"hayır, the flying pig downtown tesis içinde bir havuza sahip değildir. [kayak ile en güncel fiyatları şimdi alın!](/amsterdam-otelleri-the-flying-pig-downtown-youth-hostel.124163.ksp)",no
171166,arty paris porte de versailles by hiphophostels havuza sahip mi?,"hayır, arty paris porte de versailles by hiphophostels tesis içinde bir havuza sahip değildir.",no
171171,andante hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında holland casino scheveningen (8 dk. yürüme mesafesi) bulunur. ",no
171185,xiaomi redmi note 8 pro ses açma kapama tuşu değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi redmi note 8 pro ses açma kapama tuşu değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
171233,wish more hotel istanbul havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, wish more hotel istanbul havalimanına ücretsiz transfer hizmeti sunmamaktadır.",no
171241,quality inn & suites içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında menominee casino resort (20 dk. araçla gidiş mesafesi) ve north star mohican casino (25 dk. araçla gidiş mesafesi) bulunur. ",no
171245,atelier ryza: ever darkness & the secret hideout türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
